binary;function;function count;common linux file;networking;
/sbin/bulkUpgrade (-rwxr-xr-x root root);system;1;false;no;
/sbin/mdb (-rwxr-xr-x root root);printf;1;false;no;
/bin/ntfs-3g (-rwxr-xr-x root root);strcpy;1;true;no;
/bin/ip (-rwxr-xr-x root root);system;1;true;yes;
/sbin/dhcp6s (-rwxr-xr-x root root);strcat;1;false;yes;
/sbin/udhcpc (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/radvd (-rwxr-xr-x root root);printf;1;true;yes;
/sbin/mdb (-rwxr-xr-x root root);sprintf;1;false;no;
/sbin/tsa (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/udhcpd (-rwxr-xr-x root root);popen;1;false;yes;
/bin/pppd (-rwxr-xr-x root root);system;1;true;yes;
/sbin/mdb (-rwxr-xr-x root root);strcat;1;false;no;
/sbin/fwUpgrade (-rwxr-xr-x root root);fprintf;1;false;no;
/bin/busybox (-rwxr-xr-x root root);sprintf;1;true;yes;
/sbin/signalc (-rwxr-xr-x root root);strcpy;1;false;yes;
/sbin/udhcpc (-rwxr-xr-x root root);sprintf;1;false;yes;
/sbin/mdb (-rwxr-xr-x root root);strcpy;1;false;no;
/sbin/udhcpd (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/mdb (-rwxr-xr-x root root);system;1;false;no;
/sbin/tsa (-rwxr-xr-x root root);sprintf;1;false;yes;
/sbin/mDNSResponderPosix (-rwxr-xr-x root root);fprintf;1;false;yes;
/sbin/mailsend (-rwxr-xr-x root root);fprintf;1;false;no;
/sbin/fwUpgrade (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/radvd (-rwxr-xr-x root root);sprintf;1;true;yes;
/sbin/dhcp6c (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/udhcpc (-rwxr-xr-x root root);strcat;1;false;yes;
/sbin/signalc (-rwxr-xr-x root root);system;1;false;yes;
/sbin/udhcpd (-rwxr-xr-x root root);sprintf;1;false;yes;
/sbin/dhcp6s (-rwxr-xr-x root root);strcpy;1;false;yes;
/sbin/upnpc (-rwxr-xr-x root root);fprintf;1;false;yes;
/sbin/jjhttpd (-rwxr-xr-x root root);fprintf;1;false;yes;
/sbin/mailsend (-rwxr-xr-x root root);mmap;1;false;no;
/bin/nmbd (-rwxr-xr-x root root);strcpy;1;true;yes;
/sbin/fwUpgrade (-rwxr-xr-x root root);popen;1;false;no;
/sbin/tsa (-rwxr-xr-x root root);strcat;1;false;yes;
/sbin/udhcpc (-rwxr-xr-x root root);strcpy;1;false;yes;
/bin/smbd (-rwxr-xr-x root root);printf;1;true;yes;
/sbin/radvd (-rwxr-xr-x root root);strcat;1;true;yes;
/sbin/udhcpd (-rwxr-xr-x root root);strcat;1;false;yes;
/sbin/upnpc (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/udhcpc (-rwxr-xr-x root root);system;1;false;yes;
/sbin/fwUpgrade (-rwxr-xr-x root root);printf;1;false;no;
/bin/ntfs-3g (-rwxr-xr-x root root);system;1;true;no;
/sbin/mailsend (-rwxr-xr-x root root);popen;1;false;no;
/sbin/udhcpd (-rwxr-xr-x root root);strcpy;1;false;yes;
/sbin/tsa (-rwxr-xr-x root root);strcpy;1;false;yes;
/sbin/mDNSResponderPosix (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/upnpc (-rwxr-xr-x root root);popen;1;false;yes;
/sbin/pppListener (-rwxr-xr-x root root);fprintf;1;false;yes;
/sbin/miniupnpd (-rwxr-xr-x root root);fprintf;1;false;yes;
/sbin/radvd (-rwxr-xr-x root root);strcpy;1;true;yes;
/sbin/dhcp6c (-rwxr-xr-x root root);popen;1;false;yes;
/sbin/dhcp6s (-rwxr-xr-x root root);system;1;false;yes;
/sbin/rdnssd (-rwxr-xr-x root root);fprintf;1;true;yes;
/sbin/fwUpgrade (-rwxr-xr-x root root);sprintf;1;false;no;
/sbin/pppListener (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/jjhttpd (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/mailsend (-rwxr-xr-x root root);printf;1;false;no;
/sbin/upnpc (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/udhcpd (-rwxr-xr-x root root);system;1;false;yes;
/sbin/rdisc6 (-rwxr-xr-x root root);fprintf;1;true;no;
/sbin/tsa (-rwxr-xr-x root root);system;1;false;yes;
/sbin/pppListener (-rwxr-xr-x root root);popen;1;false;yes;
/sbin/rdnssd (-rwxr-xr-x root root);mmap;1;true;yes;
/sbin/rdisc6 (-rwxr-xr-x root root);mmap;1;true;no;
/sbin/fwUpgrade (-rwxr-xr-x root root);strcat;1;false;no;
/sbin/get_set (-rwxr-xr-x root root);fprintf;1;false;no;
/sbin/pppListener (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/upnpc (-rwxr-xr-x root root);sprintf;1;false;yes;
/sbin/mailsend (-rwxr-xr-x root root);sprintf;1;false;no;
/sbin/rdisc6 (-rwxr-xr-x root root);popen;1;true;no;
/sbin/radvd (-rwxr-xr-x root root);system;1;true;yes;
/sbin/drws (-rwxr-xr-x root root);fprintf;1;false;no;
/sbin/get_set (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/miniupnpd (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/pppListener (-rwxr-xr-x root root);sprintf;1;false;yes;
/sbin/rdnssd (-rwxr-xr-x root root);popen;1;true;yes;
/sbin/mDNSResponderPosix (-rwxr-xr-x root root);popen;1;false;yes;
/bin/busybox (-rwxr-xr-x root root);strcat;1;true;yes;
/sbin/rdisc6 (-rwxr-xr-x root root);printf;1;true;no;
/sbin/fwUpgrade (-rwxr-xr-x root root);strcpy;1;false;no;
/sbin/get_set (-rwxr-xr-x root root);popen;1;false;no;
/sbin/upnpc (-rwxr-xr-x root root);strcat;1;false;yes;
/sbin/noip2 (-rwxr-xr-x root root);fprintf;1;false;no;
/sbin/pppListener (-rwxr-xr-x root root);strcat;1;false;yes;
/sbin/dhcp6c (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/drws (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/rdisc6 (-rwxr-xr-x root root);sprintf;1;true;no;
/bin/nmbd (-rwxr-xr-x root root);system;1;true;yes;
/sbin/mailsend (-rwxr-xr-x root root);strcat;1;false;no;
/sbin/get_set (-rwxr-xr-x root root);printf;1;false;no;
/sbin/rdnssd (-rwxr-xr-x root root);printf;1;true;yes;
/sbin/rdisc6 (-rwxr-xr-x root root);strcat;1;true;no;
/sbin/pppListener (-rwxr-xr-x root root);strcpy;1;false;yes;
/sbin/fwUpgrade (-rwxr-xr-x root root);system;1;false;no;
/sbin/jjhttpd (-rwxr-xr-x root root);popen;1;false;yes;
/sbin/noip2 (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/bulkListen (-rwxr-xr-x root root);fprintf;1;false;yes;
/sbin/get_set (-rwxr-xr-x root root);sprintf;1;false;no;
/sbin/drws (-rwxr-xr-x root root);popen;1;false;no;
/sbin/ncc2 (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/rdisc6 (-rwxr-xr-x root root);strcpy;1;true;no;
/sbin/upnpc (-rwxr-xr-x root root);strcpy;1;false;yes;
/sbin/pppListener (-rwxr-xr-x root root);system;1;false;yes;
/sbin/bulkListen (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/dhcp_discover (-rwxr-xr-x root root);fprintf;1;false;yes;
/sbin/rdnssd (-rwxr-xr-x root root);sprintf;1;true;yes;
/sbin/get_set (-rwxr-xr-x root root);strcat;1;false;no;
/sbin/noip2 (-rwxr-xr-x root root);popen;1;false;no;
/sbin/miniupnpd (-rwxr-xr-x root root);popen;1;false;yes;
/sbin/mailsend (-rwxr-xr-x root root);strcpy;1;false;no;
/sbin/rdisc6 (-rwxr-xr-x root root);system;1;true;no;
/sbin/bulkListen (-rwxr-xr-x root root);popen;1;false;yes;
/sbin/get_set (-rwxr-xr-x root root);strcpy;1;false;no;
/lib/libbulk.so (-rwxr-xr-x root root);fprintf;1;false;no;
/sbin/dhcp_discover (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/drws (-rwxr-xr-x root root);printf;1;false;no;
/sbin/mDNSResponderPosix (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/noip2 (-rwxr-xr-x root root);printf;1;false;no;
/sbin/upnpc (-rwxr-xr-x root root);system;1;false;yes;
/sbin/bulkListen (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/rdnssd (-rwxr-xr-x root root);strcat;1;true;yes;
/sbin/get_set (-rwxr-xr-x root root);system;1;false;no;
/lib/ld-uClibc-0.9.30.3.so (-rwxr-xr-x root root);fprintf;1;false;no;
/lib/libbulk.so (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/dhcp_discover (-rwxr-xr-x root root);popen;1;false;yes;
/sbin/mailsend (-rwxr-xr-x root root);system;1;false;no;
/sbin/bulkListen (-rwxr-xr-x root root);sprintf;1;false;yes;
/sbin/noip2 (-rwxr-xr-x root root);sprintf;1;false;no;
/sbin/dhcp6c (-rwxr-xr-x root root);sprintf;1;false;yes;
/sbin/drws (-rwxr-xr-x root root);sprintf;1;false;no;
/lib/libbulk.so (-rwxr-xr-x root root);popen;1;false;no;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);fprintf;1;false;no;
/sbin/dhcp_discover (-rwxr-xr-x root root);printf;1;false;yes;
/lib/ld-uClibc-0.9.30.3.so (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/rdnssd (-rwxr-xr-x root root);strcpy;1;true;yes;
/sbin/bulkListen (-rwxr-xr-x root root);strcat;1;false;yes;
/lib/libbulk.so (-rwxr-xr-x root root);printf;1;false;no;
/sbin/miniupnpd (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/noip2 (-rwxr-xr-x root root);strcat;1;false;no;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/dhcp_discover (-rwxr-xr-x root root);sprintf;1;false;yes;
/sbin/jjhttpd (-rwxr-xr-x root root);printf;1;false;yes;
/sbin/drws (-rwxr-xr-x root root);strcat;1;false;no;
/lib/ld-uClibc-0.9.30.3.so (-rwxr-xr-x root root);popen;1;false;no;
/sbin/bulkListen (-rwxr-xr-x root root);strcpy;1;false;yes;
/bin/smbd (-rwxr-xr-x root root);sprintf;1;true;yes;
/sbin/rdnssd (-rwxr-xr-x root root);system;1;true;yes;
/lib/libbulk.so (-rwxr-xr-x root root);sprintf;1;false;no;
/sbin/dhcp_discover (-rwxr-xr-x root root);strcat;1;false;yes;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);popen;1;false;no;
/sbin/noip2 (-rwxr-xr-x root root);strcpy;1;false;no;
/sbin/bulkListen (-rwxr-xr-x root root);system;1;false;yes;
/sbin/mDNSResponderPosix (-rwxr-xr-x root root);sprintf;1;false;yes;
/lib/libleopard.so (-rwxr-xr-x root root);fprintf;1;false;yes;
/lib/ld-uClibc-0.9.30.3.so (-rwxr-xr-x root root);printf;1;false;no;
/lib/libbulk.so (-rwxr-xr-x root root);strcat;1;false;no;
/sbin/drws (-rwxr-xr-x root root);strcpy;1;false;no;
/lib/libncc_comm.so (-rwxr-xr-x root root);fprintf;1;false;yes;
/sbin/dhcp_discover (-rwxr-xr-x root root);strcpy;1;false;yes;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);printf;1;false;no;
/sbin/noip2 (-rwxr-xr-x root root);system;1;false;no;
/lib/libgcc_s.so.1 (-rwxr-xr-x root root);fprintf;1;true;no;
/lib/libbulk.so (-rwxr-xr-x root root);strcpy;1;false;no;
/lib/ld-uClibc-0.9.30.3.so (-rwxr-xr-x root root);sprintf;1;false;no;
/lib/libncc_comm.so (-rwxr-xr-x root root);mmap;1;false;yes;
/sbin/dhcp_discover (-rwxr-xr-x root root);system;1;false;yes;
/bin/busybox (-rwxr-xr-x root root);strcpy;1;true;yes;
/sbin/drws (-rwxr-xr-x root root);system;1;false;no;
/sbin/dhcp6c (-rwxr-xr-x root root);strcat;1;false;yes;
/sbin/miniupnpd (-rwxr-xr-x root root);sprintf;1;false;yes;
/lib/libblack_cat.so (-rwxr-xr-x root root);fprintf;1;false;no;
/lib/libbulk.so (-rwxr-xr-x root root);system;1;false;no;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);sprintf;1;false;no;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);fprintf;1;false;no;
/lib/ld-uClibc-0.9.30.3.so (-rwxr-xr-x root root);strcat;1;false;no;
/lib/libgcc_s.so.1 (-rwxr-xr-x root root);mmap;1;true;no;
/lib/libncc_comm.so (-rwxr-xr-x root root);popen;1;false;yes;
/lib/modules/2.6.30.9/kernel/drivers/scsi/scsi_wait_scan.ko (-rw-r--r-- root root);fprintf;1;true;no;
/lib/libblack_cat.so (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/jjhttpd (-rwxr-xr-x root root);sprintf;1;false;yes;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);mmap;1;false;no;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);strcat;1;false;no;
/lib/libleopard.so (-rwxr-xr-x root root);mmap;1;false;yes;
/lib/modules/2.6.30.9/kernel/drivers/usb/storage/usb-storage.ko (-rw-r--r-- root root);fprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/drivers/scsi/scsi_wait_scan.ko (-rw-r--r-- root root);mmap;1;true;no;
/lib/ld-uClibc-0.9.30.3.so (-rwxr-xr-x root root);strcpy;1;false;no;
/lib/libncc_comm.so (-rwxr-xr-x root root);printf;1;false;yes;
/lib/libblack_cat.so (-rwxr-xr-x root root);popen;1;false;no;
/lib/libgcc_s.so.1 (-rwxr-xr-x root root);popen;1;true;no;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);popen;1;false;no;
/lib/modules/2.6.30.9/kernel/drivers/scsi/scsi_wait_scan.ko (-rw-r--r-- root root);popen;1;true;no;
/lib/modules/2.6.30.9/kernel/drivers/usb/storage/usb-storage.ko (-rw-r--r-- root root);mmap;1;true;no;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);strcpy;1;false;no;
/sbin/mDNSResponderPosix (-rwxr-xr-x root root);strcat;1;false;yes;
/lib/libncc_comm.so (-rwxr-xr-x root root);sprintf;1;false;yes;
/lib/libblack_cat.so (-rwxr-xr-x root root);printf;1;false;no;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);printf;1;false;no;
/lib/ld-uClibc-0.9.30.3.so (-rwxr-xr-x root root);system;1;false;no;
/sbin/miniupnpd (-rwxr-xr-x root root);strcat;1;false;yes;
/lib/modules/2.6.30.9/kernel/drivers/scsi/scsi_wait_scan.ko (-rw-r--r-- root root);printf;1;true;no;
/lib/libgcc_s.so.1 (-rwxr-xr-x root root);printf;1;true;no;
/lib/modules/2.6.30.9/kernel/drivers/usb/storage/usb-storage.ko (-rw-r--r-- root root);popen;1;true;no;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);sprintf;1;false;no;
/lib/libblack_cat.so (-rwxr-xr-x root root);sprintf;1;false;no;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);system;1;false;no;
/lib/libncc_comm.so (-rwxr-xr-x root root);strcat;1;false;yes;
/lib/modules/2.6.30.9/kernel/drivers/scsi/scsi_wait_scan.ko (-rw-r--r-- root root);sprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_sip.ko (-rw-r--r-- root root);fprintf;1;true;no;
/lib/libleopard.so (-rwxr-xr-x root root);popen;1;false;yes;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);strcat;1;false;no;
/lib/libblack_cat.so (-rwxr-xr-x root root);strcat;1;false;no;
/sbin/dhcp6c (-rwxr-xr-x root root);strcpy;1;false;yes;
/lib/modules/2.6.30.9/kernel/drivers/usb/storage/usb-storage.ko (-rw-r--r-- root root);printf;1;true;no;
/lib/modules/2.6.30.9/kernel/drivers/scsi/scsi_wait_scan.ko (-rw-r--r-- root root);strcat;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_sip.ko (-rw-r--r-- root root);mmap;1;true;no;
/lib/libgcc_s.so.1 (-rwxr-xr-x root root);sprintf;1;true;no;
/lib/libncc_comm.so (-rwxr-xr-x root root);strcpy;1;false;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_ipsec.ko (-rw-r--r-- root root);fprintf;1;false;no;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);strcpy;1;false;no;
/lib/libblack_cat.so (-rwxr-xr-x root root);strcpy;1;false;no;
/lib/modules/2.6.30.9/kernel/drivers/scsi/scsi_wait_scan.ko (-rw-r--r-- root root);strcpy;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_sip.ko (-rw-r--r-- root root);popen;1;true;no;
/sbin/jjhttpd (-rwxr-xr-x root root);strcat;1;false;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_ipsec.ko (-rw-r--r-- root root);mmap;1;false;no;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);system;1;false;no;
/lib/libncc_comm.so (-rwxr-xr-x root root);system;1;false;yes;
/lib/modules/2.6.30.9/kernel/drivers/usb/storage/usb-storage.ko (-rw-r--r-- root root);sprintf;1;true;no;
/lib/libgcc_s.so.1 (-rwxr-xr-x root root);strcat;1;true;no;
/lib/libblack_cat.so (-rwxr-xr-x root root);system;1;false;no;
/lib/modules/2.6.30.9/kernel/drivers/scsi/scsi_wait_scan.ko (-rw-r--r-- root root);system;1;true;no;
/sbin/miniupnpd (-rwxr-xr-x root root);strcpy;1;false;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_sip.ko (-rw-r--r-- root root);printf;1;true;no;
/sbin/mDNSResponderPosix (-rwxr-xr-x root root);strcpy;1;false;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_ipsec.ko (-rw-r--r-- root root);popen;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_proto_gre.ko (-rw-r--r-- root root);fprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_pptp.ko (-rw-r--r-- root root);fprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/drivers/usb/storage/usb-storage.ko (-rw-r--r-- root root);strcat;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_rtsp.ko (-rw-r--r-- root root);fprintf;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_sip.ko (-rw-r--r-- root root);sprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_proto_gre.ko (-rw-r--r-- root root);fprintf;1;true;no;
/lib/libleopard.so (-rwxr-xr-x root root);printf;1;false;yes;
/lib/libgcc_s.so.1 (-rwxr-xr-x root root);strcpy;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_ipsec.ko (-rw-r--r-- root root);printf;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_pptp.ko (-rw-r--r-- root root);mmap;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_proto_gre.ko (-rw-r--r-- root root);mmap;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_rtsp.ko (-rw-r--r-- root root);mmap;1;false;no;
/lib/modules/2.6.30.9/kernel/drivers/usb/storage/usb-storage.ko (-rw-r--r-- root root);strcpy;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_proto_gre.ko (-rw-r--r-- root root);mmap;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_sip.ko (-rw-r--r-- root root);strcat;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_ipsec.ko (-rw-r--r-- root root);sprintf;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_proto_gre.ko (-rw-r--r-- root root);popen;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_pptp.ko (-rw-r--r-- root root);popen;1;true;no;
/sbin/dhcp6c (-rwxr-xr-x root root);system;1;false;yes;
/lib/libgcc_s.so.1 (-rwxr-xr-x root root);system;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_proto_gre.ko (-rw-r--r-- root root);popen;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_rtsp.ko (-rw-r--r-- root root);popen;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_ipsec.ko (-rw-r--r-- root root);strcat;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_sip.ko (-rw-r--r-- root root);strcpy;1;true;no;
/lib/modules/2.6.30.9/kernel/drivers/usb/storage/usb-storage.ko (-rw-r--r-- root root);system;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_pptp.ko (-rw-r--r-- root root);printf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_proto_gre.ko (-rw-r--r-- root root);printf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_ipsec.ko (-rw-r--r-- root root);fprintf;1;false;no;
/bin/busybox (-rwxr-xr-x root root);system;1;true;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_rtsp.ko (-rw-r--r-- root root);printf;1;false;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_proto_gre.ko (-rw-r--r-- root root);printf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_rtsp.ko (-rw-r--r-- root root);fprintf;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_ipsec.ko (-rw-r--r-- root root);strcpy;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_sip.ko (-rw-r--r-- root root);system;1;true;no;
/sbin/jjhttpd (-rwxr-xr-x root root);strcpy;1;false;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_proto_gre.ko (-rw-r--r-- root root);sprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_pptp.ko (-rw-r--r-- root root);sprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_pptp.ko (-rw-r--r-- root root);fprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_ipsec.ko (-rw-r--r-- root root);mmap;1;false;no;
/sbin/miniupnpd (-rwxr-xr-x root root);system;1;false;yes;
/bin/smbd (-rwxr-xr-x root root);strcat;1;true;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_rtsp.ko (-rw-r--r-- root root);sprintf;1;false;no;
/lib/libleopard.so (-rwxr-xr-x root root);sprintf;1;false;yes;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_proto_gre.ko (-rw-r--r-- root root);sprintf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_rtsp.ko (-rw-r--r-- root root);mmap;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_ipsec.ko (-rw-r--r-- root root);system;1;false;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_l2tp.ko (-rw-r--r-- root root);fprintf;1;false;no;
/sbin/mDNSResponderPosix (-rwxr-xr-x root root);system;1;false;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_proto_gre.ko (-rw-r--r-- root root);strcat;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_pptp.ko (-rw-r--r-- root root);strcat;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_pptp.ko (-rw-r--r-- root root);mmap;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_ipsec.ko (-rw-r--r-- root root);popen;1;false;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_sip.ko (-rw-r--r-- root root);fprintf;1;true;no;
/lib/libresolv-0.9.30.3.so (-rwxr-xr-x root root);fprintf;1;false;no;
/sbin/ncc2 (-rwxr-xr-x root root);popen;1;false;yes;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_rtsp.ko (-rw-r--r-- root root);strcat;1;false;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_proto_gre.ko (-rw-r--r-- root root);strcat;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_rtsp.ko (-rw-r--r-- root root);popen;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_proto_gre.ko (-rw-r--r-- root root);strcpy;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_l2tp.ko (-rw-r--r-- root root);mmap;1;false;no;
/lib/libcJSON.so (-rwxr-xr-x root root);fprintf;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_pptp.ko (-rw-r--r-- root root);strcpy;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_pptp.ko (-rw-r--r-- root root);popen;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_ipsec.ko (-rw-r--r-- root root);printf;1;false;no;
/lib/libresolv-0.9.30.3.so (-rwxr-xr-x root root);mmap;1;false;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_sip.ko (-rw-r--r-- root root);mmap;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_rtsp.ko (-rw-r--r-- root root);strcpy;1;false;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_proto_gre.ko (-rw-r--r-- root root);strcpy;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_rtsp.ko (-rw-r--r-- root root);printf;1;false;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_l2tp.ko (-rw-r--r-- root root);popen;1;false;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_proto_gre.ko (-rw-r--r-- root root);system;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_pptp.ko (-rw-r--r-- root root);system;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_pptp.ko (-rw-r--r-- root root);printf;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_ipsec.ko (-rw-r--r-- root root);sprintf;1;false;no;
/lib/libcJSON.so (-rwxr-xr-x root root);mmap;1;false;no;
/lib/libresolv-0.9.30.3.so (-rwxr-xr-x root root);popen;1;false;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_proto_gre.ko (-rw-r--r-- root root);system;1;true;no;
/lib/modules/2.6.30.9/kernel/net/netfilter/nf_conntrack_sip.ko (-rw-r--r-- root root);popen;1;true;no;
/lib/modules/2.6.30.9/kernel/net/ipv4/netfilter/nf_nat_rtsp.ko (-rw-r--r-- root root);system;1;false;no;
/lib/libpthread-0.9.30.3.so (-rwxr-xr-x root root);fprintf;1;false;no;
