binary;function;function count;common linux file;networking;
/web/cgi-bin/cgi/wdatetime.cgi (-rwxr-xr-x root root);strcpy;1;false;no;
/web/cgi-bin/cgi/factorydefault.cgi (-rwxr-xr-x root root);system;1;false;no;
/web/cgi-bin/cgi/wpwdgrp.cgi (-rwxr-xr-x root root);fprintf;4;false;no;
/web/cgi-bin/cgi/ad.cgi (-rwxr-xr-x root root);system;1;false;no;
/web/cgi-bin/cgi/dayMode.cgi (-rwxr-xr-x root root);sprintf;1;false;no;
/web/cgi-bin/cgi/scheduleReboot.cgi (-rwxr-xr-x root root);fprintf;1;false;no;
/web/cgi-bin/cgi/param.cgi (-rwxr-xr-x root root);system;63;false;no;
/web/cgi-bin/cgi/wifichannel.cgi (-rwxr-xr-x root root);sprintf;1;false;no;
/web/cgi-bin/cgi/viewer.cgi (-rwxr-xr-x root root);fprintf;1;false;no;
/web/cgi-bin/cgi/firmwareupgrade.cgi (-rwxr-xr-x root root);system;4;false;no;
/web/cgi-bin/cgi/wdatetime.cgi (-rwxr-xr-x root root);system;4;false;no;
/web/cgi-bin/cgi/wpwdgrp.cgi (-rwxr-xr-x root root);system;3;false;no;
/web/cgi-bin/cgi/tools.cgi (-rwxr-xr-x root root);fprintf;1;false;no;
/web/cgi-bin/cgi/dayMode.cgi (-rwxr-xr-x root root);system;13;false;no;
/web/cgi-bin/cgi/scheduleReboot.cgi (-rwxr-xr-x root root);sprintf;1;false;no;
/web/cgi-bin/cgi/whardfactorydefault.cgi (-rwxr-xr-x root root);system;1;false;no;
/web/cgi-bin/cgi/eventrecording.cgi (-rwxr-xr-x root root);fprintf;1;false;no;
/web/cgi-bin/cgi/motion.cgi (-rwxr-xr-x root root);fprintf;4;false;no;
/web/cgi-bin/cgi/email.cgi (-rwxr-xr-x root root);system;4;false;no;
/web/cgi-bin/cgi/tools.cgi (-rwxr-xr-x root root);system;3;false;no;
/web/cgi-bin/cgi/update.cgi (-rwxr-xr-x root root);fprintf;5;false;no;
/web/cgi-bin/cgi/scheduleReboot.cgi (-rwxr-xr-x root root);strcpy;1;false;no;
/web/cgi-bin/cgi/unittest.cgi (-rwxr-xr-x root root);fprintf;8;false;no;
/web/cgi-bin/cgi/eventrecording.cgi (-rwxr-xr-x root root);sprintf;1;false;no;
/bin/stunnel (-rwxr-xr-x root root);sprintf;7;false;yes;
/web/cgi-bin/cgi/motion.cgi (-rwxr-xr-x root root);system;1;false;no;
/bin/wscd (-rwxr-xr-x root root);fprintf;1;false;yes;
/web/cgi-bin/cgi/update.cgi (-rwxr-xr-x root root);printf;1;false;no;
/web/cgi-bin/cgi/scheduleReboot.cgi (-rwxr-xr-x root root);system;1;false;no;
/bin/curl (-rwxr-xr-x root root);printf;6;true;no;
/web/cgi-bin/cgi/unittest.cgi (-rwxr-xr-x root root);popen;1;false;no;
/server/camsvr (-rwxr-xr-x root root);fprintf;107;false;no;
/sbin/reboot (-rwxr-xr-x root root);system;1;true;no;
/sbin/ip6tables (-rwxr-xr-x root root);fprintf;39;true;no;
/web/cgi-bin/cgi/eventrecording.cgi (-rwxr-xr-x root root);strcpy;1;false;no;
/sbin/iwcontrol (-rwxr-xr-x root root);fprintf;46;false;no;
/bin/stunnel (-rwxr-xr-x root root);strcat;1;false;yes;
/sbin/pppoe (-rwxr-xr-x root root);fprintf;18;true;yes;
/web/cgi-bin/cgi/update.cgi (-rwxr-xr-x root root);sprintf;1;false;no;
/sbin/pppoe-sniff (-rwxr-xr-x root root);fprintf;14;true;yes;
/bin/wscd (-rwxr-xr-x root root);printf;15;false;yes;
/bin/curl (-rwxr-xr-x root root);strcpy;4;true;no;
/web/cgi-bin/cgi/unittest.cgi (-rwxr-xr-x root root);sprintf;2;false;no;
/server/camsvr (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/pppoe-server (-rwxr-xr-x root root);fprintf;16;true;yes;
/sbin/pppoe-relay (-rwxr-xr-x root root);fprintf;14;true;yes;
/sbin/ip6tables (-rwxr-xr-x root root);printf;738;true;no;
/web/cgi-bin/cgi/eventrecording.cgi (-rwxr-xr-x root root);system;1;false;no;
/sbin/iwcontrol (-rwxr-xr-x root root);printf;64;false;no;
/bin/stunnel (-rwxr-xr-x root root);strcpy;4;false;yes;
/sbin/iptables (-rwxr-xr-x root root);fprintf;41;true;no;
/sbin/pppoe (-rwxr-xr-x root root);printf;14;true;yes;
/sbin/pppoe-sniff (-rwxr-xr-x root root);printf;1;true;yes;
/web/cgi-bin/cgi/update.cgi (-rwxr-xr-x root root);system;4;false;no;
/bin/wscd (-rwxr-xr-x root root);sprintf;115;false;yes;
/web/cgi-bin/cgi/unittest.cgi (-rwxr-xr-x root root);strcat;1;false;no;
/server/camsvr (-rwxr-xr-x root root);printf;113;false;no;
/sbin/pppoe-server (-rwxr-xr-x root root);printf;2;true;yes;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);strcat;1;false;no;
/sbin/pppoe-relay (-rwxr-xr-x root root);sprintf;5;true;yes;
/sbin/ip6tables (-rwxr-xr-x root root);sprintf;4;true;no;
/sbin/iwcontrol (-rwxr-xr-x root root);sprintf;32;false;no;
/lib/libutil-0.9.30.3.so (-rwxr-xr-x root root);strcpy;1;false;no;
/sbin/pppoe (-rwxr-xr-x root root);sprintf;5;true;yes;
/sbin/iptables (-rwxr-xr-x root root);printf;812;true;no;
/lib/libdl-0.9.30.3.so (-rwxr-xr-x root root);fprintf;5;false;no;
/sbin/pppoe-sniff (-rwxr-xr-x root root);sprintf;5;true;yes;
/bin/wscd (-rwxr-xr-x root root);strcat;8;false;yes;
/web/cgi-bin/cgi/unittest.cgi (-rwxr-xr-x root root);system;6;false;no;
/sbin/pppoe-server (-rwxr-xr-x root root);sprintf;6;true;yes;
/server/camsvr (-rwxr-xr-x root root);sprintf;5;false;no;
/lib/libcrypt-0.9.30.3.so (-rwxr-xr-x root root);strcpy;1;false;no;
/sbin/pppoe-relay (-rwxr-xr-x root root);strcpy;4;true;yes;
/sbin/ip6tables (-rwxr-xr-x root root);strcat;8;true;no;
/sbin/iwcontrol (-rwxr-xr-x root root);strcpy;8;false;no;
/sbin/pppoe (-rwxr-xr-x root root);strcpy;3;true;yes;
/sbin/iptables (-rwxr-xr-x root root);sprintf;6;true;no;
/sbin/pppoe-sniff (-rwxr-xr-x root root);strcpy;3;true;yes;
/lib/libcurl.so.4.3.0 (-rwxr-xr-x root root);sprintf;1;false;yes;
/bin/wscd (-rwxr-xr-x root root);strcpy;93;false;yes;
/sbin/pppoe-server (-rwxr-xr-x root root);strcpy;4;true;yes;
/lib/libpthread-0.9.30.3.so (-rwxr-xr-x root root);mmap;1;false;no;
/sbin/ip6tables (-rwxr-xr-x root root);strcpy;30;true;no;
/lib/libm-0.9.30.3.so (-rwxr-xr-x root root);sprintf;2;false;no;
/sbin/iptables (-rwxr-xr-x root root);strcat;8;true;no;
/lib/libcurl.so.4.3.0 (-rwxr-xr-x root root);strcpy;1;false;yes;
/bin/wscd (-rwxr-xr-x root root);system;18;false;yes;
/sbin/iptables (-rwxr-xr-x root root);strcpy;31;true;no;
